pattern	regex->SR (milliseconds)	SR->NCA (milliseconds)	|NCA|	regex->NFA (milliseconds)	NFA->DFA (milliseconds)	DFA->min (milliseconds)	|NFA|	|DFA|	|min|
^[A-Za-z]{3,4}[ |\-]{0,1}[0-9]{6}[ |\-]{0,1}[0-9A-Za-z]{3}$	0.24322	0.05035	4	0.02789	0.06928	0.05402	19	16	16
^[1-9][0-9]{0,2}$	0.09787	0.0066	2	0.01402	0.0001	0.02723	4	4	4
^\d{5}(-\d{4})?$	1.22525	0.0145	3	0.0101	6E-05	0.04157	11	11	11
  [-]\d{0,2}(?:\.\d{0,2})?	1.63681	0.01467	5	0.0219	0.10407	0.04024	11	13	4
^([GB])*(([1-9]\d{8})|([1-9]\d{11}))$	1.30974	0.02348	4	0.05128	0.06413	0.09775	22	13	13
^[A-Za-z]{4}[ |\-]{0,1}[0-9]{6}[ |\-]{0,1}[0-9A-Za-z]{3}$	0.24346	0.08779	4	0.02785	0.06275	0.05136	18	16	16
\{[a-fA-F0-9]{8}-[a-fA-F0-9]{4}-[a-fA-F0-9]{4}-[a-fA-F0-9]{4}-[a-fA-F0-9]{12}\}	0.2989	0.0216	7	0.05273	0.4217	0.23491	39	76	39
^([1-9]{1}[\d]{0,2}(\,[\d]{3})*(\.[\d]{0,2})?|[1-9]{1}[\d]{0,}(\.[\d]{0,2})?|0(\.[\d]{0,2})?|(\.[\d]{1,2})?)$	2.14046	0.12976	7	0.07499	0.12996	0.15149	24	25	14
^\s*-?((\d{1,3}(\.(\d){3})*)|\d*)(,\d{1,2})?\s?(\u20AC)?\s*$	2.20515	0.22184	9	0.0532	0.20495	0.21576	22	17	15
^((ht|f)tp(s?))\://([0-9a-zA-Z\-]+\.)+[a-zA-Z]{2,6}(\:[0-9]+)?(/\S*)?$	1.16252	0.19577	15	0.06535	0.15421	0.1106	27	21	20
^[\w0-9&#228;&#196;&#246;&#214;&#252;&#220;&#223;\-_]+\.[a-zA-Z0-9]{2,6}$	10.40783	0.01834	3	0.02574	0.10726	0.03948	10	9	9
^(\$)?(\s)?(\-)?((\d+)|(\d{1,3})(\,\d{3})*)(\.\d{2,})?$	1.97222	0.12847	8	0.04279	0.10902	0.08525	19	15	15
(^\d{1,5}$|^\d{1,5}\.\d{1,2}$)	1.3128	0.01917	4	0.0279	0.05194	0.04629	15	9	9
^(((2|8|9)\d{2})|((02|08|09)\d{2})|([1-9]\d{3}))$	1.74424	0.06575	6	0.05306	0.04106	0.04769	12	11	9
^([0-9a-zA-Z]([-.\w]*[0-9a-zA-Z])*@(([0-9a-zA-Z])+([-\w]*[0-9a-zA-Z])*\.)+[a-zA-Z]{2,9})$	19.65881	0.09818	9	0.08846	0.21731	0.22726	30	23	16
((DK|FI|HU|LU|MT|SI)(-)?\d{8})|((BE|EE|DE|EL|LT|PT)(-)?\d{9})|((PL|SK)(-)?\d{10})|((IT|LV)(-)?\d{11})|((LT|SE)(-)?\d{12})|(AT(-)?U\d{8})|(CY(-)?\d{8}[A-Z])|(CZ(-)?\d{8,10})|(FR(-)?[\dA-HJ-NP-Z]{2}\d{9})|(IE(-)?\d[A-Z\d]\d{5}[A-Z])|(NL(-)?\d{9}B\d{2})|(ES(-)?[A-Z\d]\d{7}[A-Z\d])	9.85993	0.67688	51	0.70977	50.56782	3.07498	211	138	138
^\([0-9]{3}\)\s?[0-9]{3}(-|\s)?[0-9]{4}$|^[0-9]{3}-?[0-9]{3}-?[0-9]{4}$	0.66006	0.06866	7	0.07348	0.28396	0.09927	30	26	22
(^0[1-9]\d{1}\s\d{4}\s?\d{4}$)|(^0[1-9]\d{2}\s\d{3}\s?\d{4}$)|(^0[1-9]\d{2}\s\d{4}\s?\d{3}$)|(^0[1-9]\d{3}\s\d{3}\s?\d{2}$)|(^0[1-9]\d{3}\s\d{3}\s?\d{3}$)|(^0[1-9]\d{4}\s\d{3}\s?\d{2}$)|(^0[1-9]\d{4}\s\d{2}\s?\d{3}$)|(^0[1-9]\d{4}\s\d{2}\s?\d{2}$)	5.56782	0.24862	28	0.22581	0.33848	0.19726	104	48	33
^[a-zA-Z0-9\x20'\.]{8,64}[^\s]$	0.32764	0.01404	3	0.09256	1.51659	1.29904	67	122	122
^[A-Z]{3}\d{8}$	1.21676	0.01483	3	0.01065	7E-05	0.03157	12	12	12
^[a-zA-Z]{3}[uU]{1}[0-9]{7}$	0.17798	0.01585	3	0.01844	5E-05	0.05453	12	12	12
^(\d{2,3}|\(\d{2,3}\))[ ]?\d{3,4}[-]?\d{3,4}$	1.60586	0.05011	6	0.03501	0.12116	0.10448	24	28	26
^(\d{2,3}|\(\d{2,3}\))?[ ]?\d{3,4}[-]?\d{3,4}$	1.71864	0.10814	6	0.03603	0.13379	0.11363	24	28	26
((^\d{5}$)|(^\d{8}$))|(^\d{5}-\d{3}$)	1.40027	0.02427	5	0.07231	0.03485	0.0485	21	12	10
^((\d[-. ]?)?((\(\d{3}\))|\d{3}))?[-. ]?\d{3}[-. ]?\d{4}$	1.74349	0.11743	8	0.05228	0.1428	0.12486	23	33	33
^(smtp)\.([\w\-]+)\.[\w\-]{2,3}$	15.34726	0.04021	8	0.02909	0.0585	0.0451	12	11	11
^(\d{3}|\d{4})[-](\d{5})$	1.32904	0.0187	4	0.02214	0.02838	0.03532	13	11	11
^[\(]? ([^0-1]){1}([0-9]){2}([-,\),/,\.])*([ ])?([^0-1]){1}([0-9]){2}[ ]?[-]?[/]?[\.]? ([0-9]){4}$	0.40745	0.09524	12	0.05581	0.19884	0.11178	26	22	22
(^(((([1-9])|([0][1-9])|([1-2][0-9])|(30))\-([A,a][P,p][R,r]|[J,j][U,u][N,n]|[S,s][E,e][P,p]|[N,n][O,o][V,v]))|((([1-9])|([0][1-9])|([1-2][0-9])|([3][0-1]))\-([J,j][A,a][N,n]|[M,m][A,a][R,r]|[M,m][A,a][Y,y]|[J,j][U,u][L,l]|[A,a][U,u][G,g]|[O,o][C,c][T,t]|[D,d][E,e][C,c])))\-[0-9]{4}$)|(^(([1-9])|([0][1-9])|([1][0-9])|([2][0-8]))\-([F,f][E,e][B,b])\-[0-9]{2}(([02468][1235679])|([13579][01345789]))$)|(^(([1-9])|([0][1-9])|([1][0-9])|([2][0-9]))\-([F,f][E,e][B,b])\-[0-9]{2}(([02468][048])|([13579][26]))$)	6.86594	0.58792	55	0.58415	1.21607	0.96922	65	83	63
^[a-zA-Z]+(([\'\,\.\- ][a-zA-Z ])?[a-zA-Z]*)*\s+&lt;(\w[-._\w]*\w@\w[-._\w]*\w\.\w{2,3})&gt;$|^(\w[-._\w]*\w@\w[-._\w]*\w\.\w{2,3})$	38.63717	0.27177	24	0.14999	0.34528	0.23236	39	38	35
^([0-9a-fA-F]{1,2})(\s[0-9a-fA-F]{1,2})*$	0.89657	0.03415	2	0.03026	0.08095	0.03284	7	6	3
X-Spam-Level:\s[*]{11}	1.47303	0.21199	16	0.02948	0.24215	0.16949	26	50	26
^(\(\d{3}\)[- ]?|\d{3}[- ])?\d{3}[- ]\d{4}$	1.64701	0.06073	6	0.04609	0.09372	0.11158	20	22	22
^(\(?[0-9]{3}[\)-\.]?\ ?)?[0-9]{3}[-\.]?[0-9]{4}$	0.22606	0.07404	5	0.02773	0.10114	0.08579	19	23	23
^([0-9]{2})?((\([0-9]{2})\)|[0-9]{2})?([0-9]{3}|[0-9]{4})(\-)?[0-9]{4}$	0.24898	0.07435	8	0.05595	0.13224	0.10109	22	27	27
(0?[1-9]|[12][0-9]|3[01])[/ -](0?[1-9]|1[12])[/ -](19[0-9]{2}|[2][0-9][0-9]{2})	0.51704	0.06034	14	0.1149	2.76738	0.69811	24	117	16
(^\d{3,5}\,\d{2}$)|(^\d{3,5}$)	1.18764	0.01788	4	0.02655	0.04654	0.03363	15	9	9
[0-9]{4}[A-Z]{2}	0.1601	0.00829	3	0.01563	0.0675	0.04068	8	12	7
^(\d{2}-\d{2})*$	1.07918	0.01854	3	0.00773	8E-05	0.01643	5	5	5
^(\d{3}-\d{3}-\d{4})*$	1.30712	0.02712	4	0.01285	2E-05	0.03214	12	12	12
[a-zA-Z]{3,}://[a-zA-Z0-9\.]+/*[a-zA-Z0-9/\\%_.]*\?*[a-zA-Z0-9/\\%_.=&amp;]*	0.54619	0.07435	9	0.04575	0.40091	0.19023	15	32	8
^[1-9]{1}[0-9]{3}\s?[A-Z]{2}$	0.41271	0.01688	3	0.01497	0.03474	0.02793	9	8	8
^([a-z0-9]{32})$	0.08949	0.00627	2	0.01269	8E-05	0.07685	33	33	33
[du]{2}|[gu]{2}|[tu]{2}|[ds]{2}|[gs]{2}|[da]{2}|[ga]{2}|[ta]{2}|[dq]{2}|[gq]{2}|[tq]{2}|[DU]{2}|[GU]{2}|[TU]{2}|[DS]{2}|[GS]{2}|[DA]{2}|[GA]{2}|[TA]{2}|[DQ]{2}|[GQ]{2}|[TQ]{2}	1.12868	0.20137	24	0.29237	8.55287	0.25012	89	16	16
[du]{2}|[gu]{2}|[tu]{2}|[ds]{2}|[gs]{2}|[da]{2}|[ga]{2}|[ta]{2}|[dq]{2}|[gq]{2}|[tq]{2}|[DU]{2}|[GU]{2}|[TU]{2}|[DS]{2}|[GS]{2}|[DA]{2}|[GA]{2}|[TA]{2}|[DQ]{2}|[GQ]{2}|[TQ]{2}	0.98976	0.1319	24	0.2161	5.79191	0.21259	89	16	16
^((([A-PR-UWYZ])([0-9][0-9A-HJKS-UW]?))|(([A-PR-UWYZ][A-HK-Y])([0-9][0-9ABEHMNPRV-Y]?))\s{0,2}(([0-9])([ABD-HJLNP-UW-Z])([ABD-HJLNP-UW-Z])))|(((GI)(R))\s{0,2}((0)(A)(A)))$	1.63617	0.1326	16	0.14427	0.8205	0.15077	27	23	23
^[0-9]{5}$	0.08477	0.00608	2	0.00486	4E-05	0.01723	6	6	6
(?<Day>[0-3][0-9]|[1-9])/(?<Month>[1-9]|1[0-2]|0[1-9])/(?<Year>[12]\d{3}|\d{2})	1.98352	0.05209	11	0.10407	0.93768	0.31596	16	65	13
^(?:\([2-9]\d{2}\)\ ?|(?:[2-9]\d{2}\-))[2-9]\d{2}\-\d{4}$	1.95783	0.04097	8	0.04427	0.07364	0.05852	20	19	18
^(([a-z][0-9])|([0-9][a-z])|([a-z0-9][a-z0-9\-]{1,2}[a-z0-9])|([a-z0-9][a-z0-9\-](([a-z0-9\-][a-z0-9])|([a-z0-9][a-z0-9\-]))[a-z0-9\-]*[a-z0-9]))\.(co|me|org|ltd|plc|net|sch|ac|mod|nhs|police|gov)\.uk$	2.51161	0.46264	36	0.19745	0.29931	0.15689	43	35	32
(\s*\(?0\d{4}\)?(\s*|-)\d{3}(\s*|-)\d{3}\s*)|(\s*\(?0\d{3}\)?(\s*|-)\d{3}(\s*|-)\d{4}\s*)|(\s*(7|8)(\d{7}|\d{3}(\-|\s{1})\d{4})\s*)	3.89545	0.44599	22	0.22604	337.12933	9.44992	74	465	465
(\s*\(?0\d{4}\)?(\s*|-)\d{3}(\s*|-)\d{3}\s*)|(\s*\(?0\d{3}\)?(\s*|-)\d{3}(\s*|-)\d{4}\s*)|(\s*(7|8)(\d{7}|\d{3}(\-|\s{1})\d{4})\s*)	4.17744	0.41438	22	0.23696	371.60953	8.64639	74	465	465
((\(\d{3}\) ?)|(\d{3}[- \.]))?\d{3}[- \.]\d{4}(\s(x\d+)?){0,1}$	3.29309	0.06756	9	0.12911	4.75564	0.20641	24	21	15
((\(\d{3,4}\)|\d{3,4}-)\d{4,9}(-\d{1,5}|\d{0}))|(\d{4,12})	2.58907	0.03345	7	3.06703	17.60018	0.03979	51	5	5
^\$[+-]?([0-9]+|[0-9]{1,3}(,[0-9]{3})*)(\.[0-9]{1,2})?$	0.24092	0.08958	7	0.14198	1.87168	1.80106	16	14	14
^(((0?[1-9]|[12]\d|3[01])[\.\-\/](0?[13578]|1[02])[\.\-\/]((1[6-9]|[2-9]\d)?\d{2}|\d))|((0?[1-9]|[12]\d|30)[\.\-\/](0?[13456789]|1[012])[\.\-\/]((1[6-9]|[2-9]\d)?\d{2}|\d))|((0?[1-9]|1\d|2[0-8])[\.\-\/]0?2[\.\-\/]((1[6-9]|[2-9]\d)?\d{2}|\d))|(29[\.\-\/]0?2[\.\-\/]((1[6-9]|[2-9]\d)?(0[48]|[2468][048]|[13579][26])|((16|[2468][048]|[3579][26])00)|00|[048])))$	9.30763	0.66676	44	8.00373	4.26161	2.39513	69	61	39
^(((0?[1-9]|[12]\d|3[01])[\.\-\/](0?[13578]|1[02])[\.\-\/]((1[6-9]|[2-9]\d)?\d{2}))|((0?[1-9]|[12]\d|30)[\.\-\/](0?[13456789]|1[012])[\.\-\/]((1[6-9]|[2-9]\d)?\d{2}))|((0?[1-9]|1\d|2[0-8])[\.\-\/]0?2[\.\-\/]((1[6-9]|[2-9]\d)?\d{2}))|(29[\.\-\/]0?2[\.\-\/]((1[6-9]|[2-9]\d)?(0[48]|[2468][048]|[13579][26])|((16|[2468][048]|[3579][26])00)|00)))$	8.39514	0.71822	44	0.74902	0.75468	0.48028	69	56	36
^((\+){0,1}91(\s){0,1}(\-){0,1}(\s){0,1}){0,1}98(\s){0,1}(\-){0,1}(\s){0,1}[1-9]{1}[0-9]{7}$	1.31909	0.14267	13	0.04337	0.13185	0.107	27	21	21
^0{0,1}[1-9]{1}[0-9]{2}[\s]{0,1}[\-]{0,1}[\s]{0,1}[1-9]{1}[0-9]{6}$	0.48876	0.03034	7	0.02602	0.07706	0.06035	19	15	15
^0[234679]{1}[\s]{0,1}[\-]{0,1}[\s]{0,1}[1-9]{1}[0-9]{6}$	0.59897	0.03524	7	0.02484	0.06746	0.05446	16	13	13
^(\+97[\s]{0,1}[\-]{0,1}[\s]{0,1}1|0)50[\s]{0,1}[\-]{0,1}[\s]{0,1}[1-9]{1}[0-9]{6}$	0.90994	0.1328	14	0.07534	0.11861	0.09524	26	20	20
^[0-9]{2,3}-? ?[0-9]{6,7}$	0.15078	0.03167	4	0.02128	0.10035	0.0744	16	19	18
(^([0-9]|[0-1][0-9]|[2][0-3]):([0-5][0-9])(\s{0,1})([AM|PM|am|pm]{2,2})$)|(^([0-9]|[1][0-9]|[2][0-3])(\s{0,1})([AM|PM|am|pm]{2,2})$)	1.10365	0.06757	9	0.10178	0.10723	0.09485	17	14	12
^(((\d{4})(0[13578]|10|12)(0[1-9]|[12][0-9]|3[01]))|((\d{4})(0[469]|11)([0][1-9]|[12][0-9]|30))|((\d{4})(02)(0[1-9]|1[0-9]|2[0-8]))|(([02468][048]00)(02)(29))|(([13579][26]00) (02)(29))|(([0-9][0-9][0][48])(02)(29))|(([0-9][0-9][2468][048])(02)(29))|(([0-9][0-9][13579][26])(02)(29))|(00000000)|(88888888)|(99999999))?$	8.37025	0.52694	58	0.40489	0.5721	0.44334	89	72	52
^[0-9]{6}	0.09413	0.00632	3	0.00677	8E-05	0.02087	7	7	7
^(([a-zA-Z]:)|(\\{2}\w+)\$?)(\\(\w[\w ]*.*))+\.(txt|TXT)$	23.51495	0.15338	14	0.09038	0.27195	0.26027	23	28	14
^(\()?(787|939)(\)|-)?([0-9]{3})(-)?([0-9]{4}|[0-9]{4})$	0.40228	0.08188	9	0.05535	0.0815	0.06218	22	16	16
^[0-9]{2}-[0-9]{8}-[0-9]$	0.1207	0.0133	5	0.02184	7E-05	0.04836	14	14	14
(^[0-9]{2,3}\.[0-9]{3}\.[0-9]{3}\/[0-9]{4}-[0-9]{2}$)	0.19912	0.02824	6	0.03203	0.0741	0.05794	21	20	20
(^\d{5}\-\d{3}$)	1.42325	0.01451	3	0.00862	6E-05	0.02732	10	10	10
(^\d{2}\.\d{3}\.\d{3}\/\d{4}\-\d{2}$)	1.72982	0.02753	6	0.01993	5E-05	0.04832	19	19	19
^((\d{1,2})?([.][\d]{1,2})?){1}[%]{1}$	1.31496	0.02255	4	0.01463	0.04539	0.04034	9	7	7
      ([\dA-F]){1,5}	1.66571	0.01265	8	0.04539	0.19775	0.06333	22	20	8
       |104[0-7]\d{3}	1.91315	0.02733	13	0.07962	1.34867	0.11138	17	14	14
       |10[0-3]\d{4}	1.99943	0.02493	12	0.0461	0.95787	0.06042	17	14	14
   ([A-Za-z\d.]{2,31}) #accept ASCII alphanumeric and period	6.7333	0.26125	42	0.08521	1.1235	0.54028	74	144	73
^\$?\-?([1-9]{1}[0-9]{0,2}(\,\d{3})*(\.\d{0,2})?|[1-9]{1}\d{0,}(\.\d{0,2})?|0(\.\d{0,2})?|(\.\d{1,2}))$|^\-?\$?([1-9]{1}\d{0,2}(\,\d{3})*(\.\d{0,2})?|[1-9]{1}\d{0,}(\.\d{0,2})?|0(\.\d{0,2})?|(\.\d{1,2}))$|^\(\$?([1-9]{1}\d{0,2}(\,\d{3})*(\.\d{0,2})?|[1-9]{1}\d{0,}(\.\d{0,2})?|0(\.\d{0,2})?|(\.\d{1,2}))\)$	5.58443	0.40173	21	0.35841	0.66919	0.87152	83	109	35
\d{5}\-\d{3}	2.62279	0.01247	3	0.01272	0.08316	0.05037	11	18	10
^([A-Z]{3}\s?(\d{3}|\d{2}|d{1})\s?[A-Z])|([A-Z]\s?(\d{3}|\d{2}|\d{1})\s?[A-Z]{3})|(([A-HK-PRSVWY][A-HJ-PR-Y])\s?([0][2-9]|[1-9][0-9])\s?[A-HJ-PR-Z]{3})$	3.76313	0.27164	22	0.26714	4.55697	0.19002	40	19	19
^(\-)?1000([.][0]{1,3})?$|^(\-)?\d{1,3}$|^(\-)?\d{1,3}([.]\d{1,3})$|^(\-)?([.]\d{1,3})$	2.14438	0.06081	10	0.19928	0.35976	0.33191	32	21	16
^1000([.][0]{1,3})?$|^\d{1,3}$|^\d{1,3}([.]\d{1,3})$|^([.]\d{1,3})$	1.89275	0.04385	8	0.15094	0.2888	0.31146	24	20	15
^(?:\([2-9]\d{2}\)\ ?|[2-9]\d{2}(?:\-?|\ ?))[2-9]\d{2}[- ]?\d{4}$	2.17139	0.06107	8	0.11709	0.19671	0.12264	22	20	18
^(\$)?((\d+)|(\d{1,3})(\,\d{3})*)(\.\d{2,})?$	1.53237	0.12347	6	0.04708	0.10447	0.08697	15	13	13
^([8-9])([1-9])(\d{2})(-?|\040?)(\d{4})$	1.62399	0.03158	4	0.03657	0.06148	0.04973	12	11	10
^([0-9a-zA-Z]([-.\w]*[0-9a-zA-Z])*@(([0-9a-zA-Z])+([-\w]*[0-9a-zA-Z])*\.)+[a-zA-Z]{2,9})$	16.85155	0.08267	9	0.12232	0.32137	0.23475	30	23	16
^([1-9]{1}[0-9]{0,7})+((,[1-9]{1}[0-9]{0,7}){0,1})+$	0.17213	0.02952	4	0.10927	4.38597	3.26883	28	520	18
^([A-Z]{3}\s?(\d{3}|\d{2}|d{1})\s?[A-Z])|([A-Z]\s?(\d{3}|\d{2}|\d{1})\s?[A-Z]{3})$	2.39914	0.11902	14	0.08496	0.79621	0.10819	27	20	20
^([A-HK-PRSVWY][A-HJ-PR-Y])\s?([0][2-9]|[1-9][0-9])\s?[A-HJ-PR-Z]{3}$	0.74007	0.0472	8	0.04436	0.05482	0.04207	13	11	11
^(((\+44\s?\d{4}|\(?0\d{4}\)?)\s?\d{3}\s?\d{3})|((\+44\s?\d{3}|\(?0\d{3}\)?)\s?\d{3}\s?\d{4})|((\+44\s?\d{2}|\(?0\d{2}\)?)\s?\d{4}\s?\d{4}))(\s?\#(\d{4}|\d{3}))?$	4.72435	0.6895	31	0.21773	0.37132	0.26912	89	58	40
^(\+44\s?7\d{3}|\(?07\d{3}\)?)\s?\d{3}\s?\d{3}$	2.55594	0.13383	12	0.05286	0.13131	0.08691	29	24	23
^((((0?[13578])|(1[02]))[\/|\-]?((0?[1-9]|[0-2][0-9])|(3[01])))|(((0?[469])|(11))[\/|\-]?((0?[1-9]|[0-2][0-9])|(30)))|(0?[2][\/\-]?(0?[1-9]|[0-2][0-9])))[\/\-]?\d{2,4}$	3.38831	0.22853	18	0.20936	0.54962	0.44286	36	47	31
(^N/A$)|(^[-]?(\d+)(\.\d{0,3})?$)|(^[-]?(\d{1,3},(\d{3},)*\d{3}(\.\d{1,3})?|\d{1,3}(\.\d{1,3})?)$)	3.34961	0.1658	14	0.10996	0.13711	0.11907	38	25	17
^((\(?0\d{4}\)?\s?\d{3}\s?\d{3})|(\(?0\d{3}\)?\s?\d{3}\s?\d{4})|(\(?0\d{2}\)?\s?\d{4}\s?\d{4}))(\s?\#(\d{4}|\d{3}))?$	3.82803	0.37293	19	0.13062	0.27812	0.23092	65	50	32
^[01]?[- .]?\(?[2-9]\d{2}\)?[- .]?\d{3}[- .]?\d{4}$	1.86509	0.09686	8	0.0339	0.0991	0.11327	23	17	17
^([+]39)?((38[{8,9}|0])|(34[{7-9}|0])|(36[6|8|0])|(33[{3-9}|0])|(32[{8,9}]))([\d]{7})$	2.58733	0.09727	15	0.08252	0.10073	0.06754	23	18	18
^[+][0-9]\d{2}-\d{3}-\d{4}$	1.43998	0.01921	5	0.01664	4E-05	0.03631	14	14	14
^[A-Za-z]{1,2}[\d]{1,2}([A-Za-z])?\s?[\d][A-Za-z]{2}$	1.64468	0.04737	6	0.0227	0.06648	0.05074	14	11	11
\w+[\w-\.]*\@\w+((-\w+)|(\w*))\.[a-z]{2,3}$|^([0-9a-zA-Z'\.]{3,40})\*|([0-9a-zA-Z'\.]+)@([0-9a-zA-Z']+)\.([0-9a-zA-Z']+)$|([0-9a-zA-Z'\.]+)@([0-9a-zA-Z']+)\*+$|^$	33.80112	0.25242	19	0.19823	7.64531	1.05691	78	106	106
(^\$(\d{1,3},?(\d{3},?)*\d{3}(\.\d{1,3})?|\d{1,3}(\.\d{2})?)$|^\d{1,2}(\.\d{1,2})? *%$|^100%$)	2.3179	0.23073	16	0.1358	0.23562	0.16614	40	29	24
^\d{1,8}$|^\d{1,3},\d{3}$|^\d{1,2},\d{3},\d{3}$	1.54119	0.02832	6	0.04771	0.10907	0.08987	28	21	16
^(((\d{1,3})(,\d{3})*)|(\d+))(.\d+)?$	1.34493	0.03895	6	0.03286	0.0818	0.08215	12	12	11
^(\d{1,2})(\s?(H|h)?)(:([0-5]\d))?$	1.76327	0.07208	7	0.02271	0.05425	0.04207	11	8	8
[a-z0-9]{1,11}	0.13474	0.00327	1	0.01383	0.09624	0.02379	14	14	2
^\d+(?:\.\d{0,2})?$	1.18953	0.01191	3	0.01	0.02377	0.02305	6	5	5
^\\{2}[\w-]+\\(([\w-][\w-\s]*[\w-]+[$$]?$)|([\w-][$$]?$))	16.99587	0.04296	8	0.04388	0.05339	0.04349	13	10	8
^([0-9a-zA-Z]([-.\w]*[0-9a-zA-Z])*@([0-9a-zA-Z][-\w]*[0-9a-zA-Z]\.)+[a-zA-Z]{2,9})$	16.59639	0.05851	8	0.07244	0.16951	0.12556	24	19	16
^([0-9]{2})(00[1-9]|0[1-9][0-9]|[1-2][0-9][0-9]|3[0-5][0-9]|36[0-6])$	0.35507	0.0737	11	0.08431	0.03891	0.04955	14	12	10
^((([a-zA-Z\'\.\-]+)?)((,\s*([a-zA-Z]+))?)|([A-Za-z0-9](([_\.\-]?[a-zA-Z0-9]+)*)@([A-Za-z0-9]+)(([\.\-]?[a-zA-Z0-9]+)*)\.([A-Za-z]{2,})))(;{1}(((([a-zA-Z\'\.\-]+){1})((,\s*([a-zA-Z]+))?))|([A-Za-z0-9](([_\.\-]?[a-zA-Z0-9]+)*)@([A-Za-z0-9]+)(([\.\-]?[a-zA-Z0-9]+)*)\.([A-Za-z]{2,})){1}))*$	2.34911	0.23997	11	0.2979	0.46429	0.36202	43	36	13
^[A-CEGHJ-PR-TW-Z]{1}[A-CEGHJ-NPR-TW-Z]{1}[0-9]{6}[A-DFM]{0,1}$	0.21648	0.01468	4	0.02539	7E-05	0.02848	10	10	10
^[A-Za-zÀ-ÖØ-öø-ÿ '\-\.]{1,22}$	0.12148	0.00619	2	0.01669	8E-05	0.08291	23	23	23
^[S-s]( |-)?[1-9]{1}[0-9]{2}( |-)?[0-9]{2}$	0.21775	0.02248	5	0.02428	0.04202	0.03528	11	9	9
^[D-d][K-k]( |-)[1-9]{1}[0-9]{3}$	0.21564	0.01416	5	0.01743	6E-05	0.024	8	8	8
^[D-d][K-k]-[1-9]{1}[0-9]{3}$	0.21205	0.01428	5	0.01431	6E-05	0.02338	8	8	8
^(([a-h,A-H,j-n,J-N,p-z,P-Z,0-9]{9})([a-h,A-H,j-n,J-N,p,P,r-t,R-T,v-z,V-Z,0-9])([a-h,A-H,j-n,J-N,p-z,P-Z,0-9])(\d{6}))$	2.35998	0.04079	4	0.0436	5E-05	0.12166	18	18	18
^(Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec)\,*\s\s*\d{4}$|^(jan|feb|mar|apr|may|jun|jul|aug|sep|oct|nov|dec)\,*\s\d{4}$|^(January|February|March|April|May|June|July|August|September|October|November|December)\,*\s\d{4}$|^(january|february|march|april|may|june|july|august|september|october|november|december)\,*\s\d{4}$	30.56614	0.84143	87	0.82943	1.0397	0.82723	199	144	78
^(([a-zA-Z]:)|(\\{2}\w+)\$?)(\\(\w[\w ]*.*))+\.(jpg|JPG)$	24.78539	0.23019	14	0.09057	0.37625	0.20273	23	28	14
^\W{0,5}[Rr]e:\W[a-zA-Z0-9]{1,10},\W[a-z]{1,10}\W[a-z]{1,10}\W[a-z]{1,10}	19.95594	0.06607	11	0.16823	0.28687	0.22206	59	55	45
^((([sS][r-tR-Tx-zX-Z])\s*([sx-zSX-Z])?\s*([a-zA-Z]{2,3}))?\s*(\d\d)\s*-?\s*(\d{6,7}))$	3.37366	0.20779	10	0.05227	0.16421	0.13788	25	24	19
^\d{3}\s?\d{3}\s?\d{3}$	1.41375	0.03036	4	0.01324	0.04802	0.03846	14	12	12
^\d{1,7}$	1.0072	0.00717	2	0.00452	7E-05	0.03044	8	8	8
((^(10|12|0?[13578])(3[01]|[12][0-9]|0?[1-9])((1[8-9]\d{2})|([2-9]\d{3}))$)|(^(11|0?[469])(30|[12][0-9]|0?[1-9])((1[8-9]\d{2})|([2-9]\d{3}))$)|(^(0?2)(2[0-8]|1[0-9]|0?[1-9])((1[8-9]\d{2})|([2-9]\d{3}))$)|(^(0?2)(29)([2468][048]00)$)|(^(0?2)(29)([3579][26]00)$)|(^(0?2)(29)([1][89][0][48])$)|(^(0?2)(29)([2-9][0-9][0][48])$)|(^(0?2)(29)([1][89][2468][048])$)|(^(0?2)(29)([2-9][0-9][2468][048])$)|(^(0?2)(29)([1][89][13579][26])$)|(^(0?2)(29)([2-9][0-9][13579][26])$))	8.97072	0.42234	68	0.78279	2.3559	1.75759	111	152	48
^(http|https|ftp)\://([a-zA-Z0-9\.\-]+(\:[a-zA-Z0-9\.&amp;%\$\-]+)*@)?((25[0-5]|2[0-4][0-9]|[0-1]{1}[0-9]{2}|[1-9]{1}[0-9]{1}|[1-9])\.(25[0-5]|2[0-4][0-9]|[0-1]{1}[0-9]{2}|[1-9]{1}[0-9]{1}|[1-9]|0)\.(25[0-5]|2[0-4][0-9]|[0-1]{1}[0-9]{2}|[1-9]{1}[0-9]{1}|[1-9]|0)\.(25[0-5]|2[0-4][0-9]|[0-1]{1}[0-9]{2}|[1-9]{1}[0-9]{1}|[0-9])|([a-zA-Z0-9\-]+\.)*[a-zA-Z0-9\-]+\.[a-zA-Z]{2,4})(\:[0-9]+)?(/[^/][a-zA-Z0-9\.\,\?\'\\/\+&amp;%\$#\=~_\-@]*)*$	4.32252	0.91262	51	0.83494	3.00685	1.76456	74	112	94
